Date,Name,Rank,Points,Flag,Conference,CountryUrl,PageUrl
2003-07-16,Ukraine,18.0,1779.0,https://api.fifa.com/api/v3/picture/flags-sq-2/UKR,UEFA,https://www.fifa.com/fifa-world-ranking/UKR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Spain,19.0,1767.0,https://api.fifa.com/api/v3/picture/flags-sq-2/ESP,UEFA,https://www.fifa.com/fifa-world-ranking/ESP,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Finland,20.0,1762.0,https://api.fifa.com/api/v3/picture/flags-sq-2/FIN,UEFA,https://www.fifa.com/fifa-world-ranking/FIN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,New Zealand,21.0,1760.0,https://api.fifa.com/api/v3/picture/flags-sq-2/NZL,OFC,https://www.fifa.com/fifa-world-ranking/NZL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Chinese Taipei,22.0,1746.0,https://api.fifa.com/api/v3/picture/flags-sq-2/TPE,AFC,https://www.fifa.com/fifa-world-ranking/TPE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Nigeria,23.0,1738.0,https://api.fifa.com/api/v3/picture/flags-sq-2/NGA,CAF,https://www.fifa.com/fifa-world-ranking/NGA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Czech Republic,24.0,1737.0,https://api.fifa.com/api/v3/picture/flags-sq-2/CZE,UEFA,https://www.fifa.com/fifa-world-ranking/CZE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Korea Republic,25.0,1728.0,https://api.fifa.com/api/v3/picture/flags-sq-2/KOR,AFC,https://www.fifa.com/fifa-world-ranking/KOR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Hungary,26.0,1723.0,https://api.fifa.com/api/v3/picture/flags-sq-2/HUN,UEFA,https://www.fifa.com/fifa-world-ranking/HUN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Belgium,27.0,1717.0,https://api.fifa.com/api/v3/picture/flags-sq-2/BEL,UEFA,https://www.fifa.com/fifa-world-ranking/BEL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Yugoslavia,28.0,1709.0,https://api.fifa.com/api/v3/picture/flags-sq-2/YUG,UEFA,https://www.fifa.com/fifa-world-ranking/YUG,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Switzerland,29.0,1703.0,https://api.fifa.com/api/v3/picture/flags-sq-2/SUI,UEFA,https://www.fifa.com/fifa-world-ranking/SUI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Scotland,30.0,1691.0,https://api.fifa.com/api/v3/picture/flags-sq-2/SCO,UEFA,https://www.fifa.com/fifa-world-ranking/SCO,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Mexico,31.0,1671.0,https://api.fifa.com/api/v3/picture/flags-sq-2/MEX,CONCACAF,https://www.fifa.com/fifa-world-ranking/MEX,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Poland,31.0,1671.0,https://api.fifa.com/api/v3/picture/flags-sq-2/POL,UEFA,https://www.fifa.com/fifa-world-ranking/POL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Portugal,33.0,1666.0,https://api.fifa.com/api/v3/picture/flags-sq-2/POR,UEFA,https://www.fifa.com/fifa-world-ranking/POR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Romania,34.0,1650.0,https://api.fifa.com/api/v3/picture/flags-sq-2/ROU,UEFA,https://www.fifa.com/fifa-world-ranking/ROU,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Argentina,35.0,1624.0,https://api.fifa.com/api/v3/picture/flags-sq-2/ARG,CONMEBOL,https://www.fifa.com/fifa-world-ranking/ARG,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Colombia,36.0,1615.0,https://api.fifa.com/api/v3/picture/flags-sq-2/COL,CONMEBOL,https://www.fifa.com/fifa-world-ranking/COL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Slovakia,36.0,1615.0,https://api.fifa.com/api/v3/picture/flags-sq-2/SVK,UEFA,https://www.fifa.com/fifa-world-ranking/SVK,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Republic of Ireland,38.0,1613.0,https://api.fifa.com/api/v3/picture/flags-sq-2/IRL,UEFA,https://www.fifa.com/fifa-world-ranking/IRL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Peru,39.0,1603.0,https://api.fifa.com/api/v3/picture/flags-sq-2/PER,CONMEBOL,https://www.fifa.com/fifa-world-ranking/PER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Trinidad and Tobago,40.0,1595.0,https://api.fifa.com/api/v3/picture/flags-sq-2/TRI,CONCACAF,https://www.fifa.com/fifa-world-ranking/TRI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Thailand,41.0,1587.0,https://api.fifa.com/api/v3/picture/flags-sq-2/THA,AFC,https://www.fifa.com/fifa-world-ranking/THA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Belarus,42.0,1579.0,https://api.fifa.com/api/v3/picture/flags-sq-2/BLR,UEFA,https://www.fifa.com/fifa-world-ranking/BLR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Vietnam,43.0,1569.0,https://api.fifa.com/api/v3/picture/flags-sq-2/VIE,AFC,https://www.fifa.com/fifa-world-ranking/VIE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Croatia,44.0,1568.0,https://api.fifa.com/api/v3/picture/flags-sq-2/CRO,UEFA,https://www.fifa.com/fifa-world-ranking/CRO,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Costa Rica,45.0,1550.0,https://api.fifa.com/api/v3/picture/flags-sq-2/CRC,CONCACAF,https://www.fifa.com/fifa-world-ranking/CRC,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Myanmar,46.0,1538.0,https://api.fifa.com/api/v3/picture/flags-sq-2/MYA,AFC,https://www.fifa.com/fifa-world-ranking/MYA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Bulgaria,47.0,1529.0,https://api.fifa.com/api/v3/picture/flags-sq-2/BUL,UEFA,https://www.fifa.com/fifa-world-ranking/BUL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Austria,48.0,1522.0,https://api.fifa.com/api/v3/picture/flags-sq-2/AUT,UEFA,https://www.fifa.com/fifa-world-ranking/AUT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Uzbekistan,49.0,1505.0,https://api.fifa.com/api/v3/picture/flags-sq-2/UZB,AFC,https://www.fifa.com/fifa-world-ranking/UZB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Chile,50.0,1487.0,https://api.fifa.com/api/v3/picture/flags-sq-2/CHI,CONMEBOL,https://www.fifa.com/fifa-world-ranking/CHI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Ecuador,51.0,1473.0,https://api.fifa.com/api/v3/picture/flags-sq-2/ECU,CONMEBOL,https://www.fifa.com/fifa-world-ranking/ECU,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Morocco,52.0,1462.0,https://api.fifa.com/api/v3/picture/flags-sq-2/MAR,CAF,https://www.fifa.com/fifa-world-ranking/MAR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Ghana,53.0,1458.0,https://api.fifa.com/api/v3/picture/flags-sq-2/GHA,CAF,https://www.fifa.com/fifa-world-ranking/GHA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Haiti,53.0,1458.0,https://api.fifa.com/api/v3/picture/flags-sq-2/HAI,CONCACAF,https://www.fifa.com/fifa-world-ranking/HAI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Wales,55.0,1440.0,https://api.fifa.com/api/v3/picture/flags-sq-2/WAL,UEFA,https://www.fifa.com/fifa-world-ranking/WAL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,India,56.0,1436.0,https://api.fifa.com/api/v3/picture/flags-sq-2/IND,AFC,https://www.fifa.com/fifa-world-ranking/IND,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Greece,57.0,1425.0,https://api.fifa.com/api/v3/picture/flags-sq-2/GRE,UEFA,https://www.fifa.com/fifa-world-ranking/GRE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Indonesia,58.0,1416.0,https://api.fifa.com/api/v3/picture/flags-sq-2/IDN,AFC,https://www.fifa.com/fifa-world-ranking/IDN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Papua New Guinea,59.0,1412.0,https://api.fifa.com/api/v3/picture/flags-sq-2/PNG,OFC,https://www.fifa.com/fifa-world-ranking/PNG,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Kazakhstan,60.0,1404.0,https://api.fifa.com/api/v3/picture/flags-sq-2/KAZ,UEFA,https://www.fifa.com/fifa-world-ranking/KAZ,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,South Africa,61.0,1372.0,https://api.fifa.com/api/v3/picture/flags-sq-2/RSA,CAF,https://www.fifa.com/fifa-world-ranking/RSA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Mali,62.0,1370.0,https://api.fifa.com/api/v3/picture/flags-sq-2/MLI,CAF,https://www.fifa.com/fifa-world-ranking/MLI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Panama,63.0,1368.0,https://api.fifa.com/api/v3/picture/flags-sq-2/PAN,CONCACAF,https://www.fifa.com/fifa-world-ranking/PAN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Hong Kong,64.0,1356.0,https://api.fifa.com/api/v3/picture/flags-sq-2/HKG,AFC,https://www.fifa.com/fifa-world-ranking/HKG,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Paraguay,65.0,1354.0,https://api.fifa.com/api/v3/picture/flags-sq-2/PAR,CONMEBOL,https://www.fifa.com/fifa-world-ranking/PAR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Guam,66.0,1352.0,https://api.fifa.com/api/v3/picture/flags-sq-2/GUM,AFC,https://www.fifa.com/fifa-world-ranking/GUM,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Uruguay,67.0,1347.0,https://api.fifa.com/api/v3/picture/flags-sq-2/URU,CONMEBOL,https://www.fifa.com/fifa-world-ranking/URU,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Turkey,68.0,1344.0,https://api.fifa.com/api/v3/picture/flags-sq-2/TUR,UEFA,https://www.fifa.com/fifa-world-ranking/TUR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Malaysia,69.0,1337.0,https://api.fifa.com/api/v3/picture/flags-sq-2/MAS,AFC,https://www.fifa.com/fifa-world-ranking/MAS,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Jamaica,70.0,1305.0,https://api.fifa.com/api/v3/picture/flags-sq-2/JAM,CONCACAF,https://www.fifa.com/fifa-world-ranking/JAM,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Israel,71.0,1302.0,https://api.fifa.com/api/v3/picture/flags-sq-2/ISR,UEFA,https://www.fifa.com/fifa-world-ranking/ISR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Guatemala,72.0,1290.0,https://api.fifa.com/api/v3/picture/flags-sq-2/GUA,CONCACAF,https://www.fifa.com/fifa-world-ranking/GUA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Venezuela,73.0,1287.0,https://api.fifa.com/api/v3/picture/flags-sq-2/VEN,CONMEBOL,https://www.fifa.com/fifa-world-ranking/VEN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Northern Ireland,74.0,1265.0,https://api.fifa.com/api/v3/picture/flags-sq-2/NIR,UEFA,https://www.fifa.com/fifa-world-ranking/NIR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Philippines,75.0,1257.0,https://api.fifa.com/api/v3/picture/flags-sq-2/PHI,AFC,https://www.fifa.com/fifa-world-ranking/PHI,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Estonia,76.0,1235.0,https://api.fifa.com/api/v3/picture/flags-sq-2/EST,UEFA,https://www.fifa.com/fifa-world-ranking/EST,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Ethiopia,77.0,1234.0,https://api.fifa.com/api/v3/picture/flags-sq-2/ETH,CAF,https://www.fifa.com/fifa-world-ranking/ETH,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Bosnia and Herzegovina,78.0,1217.0,https://api.fifa.com/api/v3/picture/flags-sq-2/BIH,UEFA,https://www.fifa.com/fifa-world-ranking/BIH,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Bolivia,79.0,1216.0,https://api.fifa.com/api/v3/picture/flags-sq-2/BOL,CONMEBOL,https://www.fifa.com/fifa-world-ranking/BOL,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Cameroon,80.0,1215.0,https://api.fifa.com/api/v3/picture/flags-sq-2/CMR,CAF,https://www.fifa.com/fifa-world-ranking/CMR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Suriname,81.0,1200.0,https://api.fifa.com/api/v3/picture/flags-sq-2/SUR,CONCACAF,https://www.fifa.com/fifa-world-ranking/SUR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Dominica,82.0,1199.0,https://api.fifa.com/api/v3/picture/flags-sq-2/DMA,CONCACAF,https://www.fifa.com/fifa-world-ranking/DMA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Honduras,83.0,1194.0,https://api.fifa.com/api/v3/picture/flags-sq-2/HON,CONCACAF,https://www.fifa.com/fifa-world-ranking/HON,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Singapore,83.0,1194.0,https://api.fifa.com/api/v3/picture/flags-sq-2/SGP,AFC,https://www.fifa.com/fifa-world-ranking/SGP,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Moldova,85.0,1190.0,https://api.fifa.com/api/v3/picture/flags-sq-2/MDA,UEFA,https://www.fifa.com/fifa-world-ranking/MDA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Nicaragua,86.0,1178.0,https://api.fifa.com/api/v3/picture/flags-sq-2/NCA,CONCACAF,https://www.fifa.com/fifa-world-ranking/NCA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Angola,87.0,1172.0,https://api.fifa.com/api/v3/picture/flags-sq-2/ANG,CAF,https://www.fifa.com/fifa-world-ranking/ANG,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Zimbabwe,88.0,1165.0,https://api.fifa.com/api/v3/picture/flags-sq-2/ZIM,CAF,https://www.fifa.com/fifa-world-ranking/ZIM,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,El Salvador,89.0,1160.0,https://api.fifa.com/api/v3/picture/flags-sq-2/SLV,CONCACAF,https://www.fifa.com/fifa-world-ranking/SLV,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,St. Lucia,90.0,1158.0,https://api.fifa.com/api/v3/picture/flags-sq-2/LCA,CONCACAF,https://www.fifa.com/fifa-world-ranking/LCA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Cook Islands,91.0,1143.0,https://api.fifa.com/api/v3/picture/flags-sq-2/COK,OFC,https://www.fifa.com/fifa-world-ranking/COK,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Dominican Republic,92.0,1138.0,https://api.fifa.com/api/v3/picture/flags-sq-2/DOM,CONCACAF,https://www.fifa.com/fifa-world-ranking/DOM,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,St. Vincent and the Grenadines,92.0,1138.0,https://api.fifa.com/api/v3/picture/flags-sq-2/VIN,CONCACAF,https://www.fifa.com/fifa-world-ranking/VIN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Samoa,94.0,1122.0,https://api.fifa.com/api/v3/picture/flags-sq-2/SAM,OFC,https://www.fifa.com/fifa-world-ranking/SAM,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Armenia,95.0,1115.0,https://api.fifa.com/api/v3/picture/flags-sq-2/ARM,UEFA,https://www.fifa.com/fifa-world-ranking/ARM,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Bahamas,96.0,1111.0,https://api.fifa.com/api/v3/picture/flags-sq-2/BAH,CONCACAF,https://www.fifa.com/fifa-world-ranking/BAH,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Senegal,97.0,1092.0,https://api.fifa.com/api/v3/picture/flags-sq-2/SEN,CAF,https://www.fifa.com/fifa-world-ranking/SEN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Nepal,98.0,1063.0,https://api.fifa.com/api/v3/picture/flags-sq-2/NEP,AFC,https://www.fifa.com/fifa-world-ranking/NEP,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Swaziland,99.0,1044.0,https://api.fifa.com/api/v3/picture/flags-sq-2/SWZ,CAF,https://www.fifa.com/fifa-world-ranking/SWZ,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Puerto Rico,100.0,1036.0,https://api.fifa.com/api/v3/picture/flags-sq-2/PUR,CONCACAF,https://www.fifa.com/fifa-world-ranking/PUR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Zambia,101.0,1027.0,https://api.fifa.com/api/v3/picture/flags-sq-2/ZAM,CAF,https://www.fifa.com/fifa-world-ranking/ZAM,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Botswana,102.0,1026.0,https://api.fifa.com/api/v3/picture/flags-sq-2/BOT,CAF,https://www.fifa.com/fifa-world-ranking/BOT,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Mozambique,102.0,1026.0,https://api.fifa.com/api/v3/picture/flags-sq-2/MOZ,CAF,https://www.fifa.com/fifa-world-ranking/MOZ,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Cyprus,104.0,1023.0,https://api.fifa.com/api/v3/picture/flags-sq-2/CYP,UEFA,https://www.fifa.com/fifa-world-ranking/CYP,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Gabon,104.0,1023.0,https://api.fifa.com/api/v3/picture/flags-sq-2/GAB,CAF,https://www.fifa.com/fifa-world-ranking/GAB,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Bermuda,106.0,1012.0,https://api.fifa.com/api/v3/picture/flags-sq-2/BER,CONCACAF,https://www.fifa.com/fifa-world-ranking/BER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Belize,107.0,917.0,https://api.fifa.com/api/v3/picture/flags-sq-2/BLZ,CONCACAF,https://www.fifa.com/fifa-world-ranking/BLZ,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-07-16,Cayman Islands,108.0,902.0,https://api.fifa.com/api/v3/picture/flags-sq-2/CAY,CONCACAF,https://www.fifa.com/fifa-world-ranking/CAY,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030716
2003-08-29,USA,1.0,2171.0,https://api.fifa.com/api/v3/picture/flags-sq-2/USA,CONCACAF,https://www.fifa.com/fifa-world-ranking/USA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-08-29,Norway,2.0,2159.0,https://api.fifa.com/api/v3/picture/flags-sq-2/NOR,UEFA,https://www.fifa.com/fifa-world-ranking/NOR,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-08-29,Germany,3.0,2155.0,https://api.fifa.com/api/v3/picture/flags-sq-2/GER,UEFA,https://www.fifa.com/fifa-world-ranking/GER,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-08-29,China PR,4.0,2110.0,https://api.fifa.com/api/v3/picture/flags-sq-2/CHN,AFC,https://www.fifa.com/fifa-world-ranking/CHN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-08-29,Sweden,5.0,2073.0,https://api.fifa.com/api/v3/picture/flags-sq-2/SWE,UEFA,https://www.fifa.com/fifa-world-ranking/SWE,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-08-29,Brazil,6.0,2030.0,https://api.fifa.com/api/v3/picture/flags-sq-2/BRA,CONMEBOL,https://www.fifa.com/fifa-world-ranking/BRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-08-29,Korea DPR,7.0,2004.0,https://api.fifa.com/api/v3/picture/flags-sq-2/PRK,AFC,https://www.fifa.com/fifa-world-ranking/PRK,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-08-29,Denmark,8.0,1967.0,https://api.fifa.com/api/v3/picture/flags-sq-2/DEN,UEFA,https://www.fifa.com/fifa-world-ranking/DEN,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-08-29,France,9.0,1964.0,https://api.fifa.com/api/v3/picture/flags-sq-2/FRA,UEFA,https://www.fifa.com/fifa-world-ranking/FRA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-08-29,Italy,10.0,1941.0,https://api.fifa.com/api/v3/picture/flags-sq-2/ITA,UEFA,https://www.fifa.com/fifa-world-ranking/ITA,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
2003-08-29,Russia,11.0,1893.0,https://api.fifa.com/api/v3/picture/flags-sq-2/RUS,UEFA,https://www.fifa.com/fifa-world-ranking/RUS,https://www.fifa.com/api/ranking-overview?locale=en&dateId=ranking_20030829
